FLIGHT_CODE,DOMINTIND,FLIGHT_NUMBER,ORIGPORT,DESTPORT,AC_CODE,MOVEMENTTYPE,UACTUALDATE,UACTUALTIME,AC_REGO,ADULT,ADULT_ARRDEP,ADULT_TRANSIT,ADULT_TRANSFER,CHILD,CHILD_ARRDEP,CHILD_TRANSIT,CHILD_TRANSFER,INFANT,INFANT_ARRDEP,INFANT_TRANSIT,INFANT_TRANSFER,CREW,CREW_ARRDEP,CREW_TRANSIT,CREW_TRANSFER,FLTTYPE,GLMGNTCD,TERM,GATE,SECC,MTOW,CAP
QF,D,1287,TRE,UPO,Lay.,L,2025-09-23,18:26:27,GROW.,AD,35,23,0,CH,4,16,7,IN,14,7,0,CR,10,9,7,F,4,Arm.,Case.,TN,58451500.27,404
QF,I,712,OLD,ROO,Well,L,2025-11-08,18:44:19,DOOR.,AD,20,27,8,CH,6,15,6,IN,7,2,9,CR,19,4,3,I,3,Teacher.,Send job.,TN,78149956.05,232
QF,I,9316,PAR,PUT,Life,L,2025-05-26,22:50:56,HOME.,AD,73,8,14,CH,8,24,9,IN,11,2,0,CR,17,1,3,A,1,Marriage.,Sea.,TN,65967690.53,274
QF,D,1300,CAR,AGE,Fly.,D,2025-09-04,11:25:01,WHY.,AD,5,12,15,CH,30,15,4,IN,10,10,2,CR,2,3,5,E,1,Him these.,Speak we.,TN,86047363.88,200
QF,I,7871,FEE,KIN,Here,L,2025-04-08,13:49:51,SIDE.,AD,58,20,0,CH,18,12,10,IN,7,6,3,CR,18,9,9,F,5,Heart.,They.,TN,44045584.0,434
QF,D,5723,SAY,MOV,Wish,L,2025-08-25,04:28:54,ONE.,AD,70,17,46,CH,15,7,12,IN,19,9,9,CR,15,3,0,F,9,Practice.,Sense.,TN,21451476.53,242
QF,D,9889,MEA,FAS,Kid.,D,2025-02-26,02:32:30,PICK.,AD,87,33,17,CH,49,8,8,IN,2,9,8,CR,20,9,9,H,1,Social.,Move bed.,TN,94427020.82,255
QF,D,3713,BE.,IF.,Our.,D,2025-06-26,17:05:48,DRAW.,AD,62,8,37,CH,29,6,14,IN,11,7,7,CR,18,4,5,C,5,Song.,What none.,TN,69262703.35,391
QF,I,6114,CAN,OF.,Unit,D,2025-05-21,08:17:10,FIRM.,AD,30,1,3,CH,21,3,11,IN,5,7,4,CR,2,2,8,D,4,Produce.,Step.,TN,7507616.92,360
QF,I,5671,MRS,RUN,Edge,L,2025-10-30,15:08:51,BOY.,AD,27,29,9,CH,27,21,22,IN,1,6,4,CR,16,0,8,P,4,Provide.,Now media.,TN,75090316.8,473
QF,I,6759,FIN,BES,Ever,D,2025-06-10,13:05:09,A.,AD,39,32,27,CH,8,21,12,IN,14,6,10,CR,8,10,3,S,4,Including.,Happen.,TN,55756105.62,426
QF,D,3082,FIL,PAG,Week,L,2025-04-27,23:59:10,HUGE.,AD,9,7,19,CH,20,14,4,IN,12,9,8,CR,7,0,5,J,2,Fall.,Our.,TN,18915453.89,433
QF,D,4983,SUC,FOU,I to,D,2025-12-19,08:43:50,I.,AD,7,25,18,CH,50,1,9,IN,18,5,2,CR,6,8,9,S,8,Card.,To.,TN,83660902.25,179
QF,D,2501,BAD,FAC,Walk,L,2025-11-26,10:07:58,HIGH.,AD,75,22,13,CH,28,10,24,IN,18,2,2,CR,4,2,4,H,5,Field.,Hard good.,TN,48720628.42,73
QF,I,6721,REA,FRE,Stay,D,2025-02-17,07:37:51,BY.,AD,79,21,47,CH,18,0,14,IN,8,4,10,CR,9,10,8,B,7,Line over.,Live.,TN,48274872.84,94
QF,D,3636,HOP,HIT,Hope,L,2025-06-24,23:31:15,ONLY.,AD,61,1,40,CH,32,17,9,IN,18,0,6,CR,17,1,1,B,2,Until.,Else.,TN,84252567.95,147
QF,D,5439,HE.,CUP,Out.,L,2025-02-03,18:44:18,BEST.,AD,48,50,28,CH,35,10,9,IN,3,1,5,CR,9,1,10,O,1,Baby.,Hour law.,TN,90052598.95,176
QF,I,6964,NEA,FIN,Use.,L,2025-07-30,05:41:15,HIT.,AD,42,12,25,CH,27,7,11,IN,20,8,0,CR,10,4,4,O,5,Federal.,Room.,TN,12805679.49,439
QF,D,4021,DOW,RAT,Size,D,2025-06-25,09:52:25,PAGE.,AD,19,49,35,CH,11,2,8,IN,18,0,0,CR,3,7,0,U,7,Consumer.,Which.,TN,7420079.27,202
QF,I,3030,FEA,ROL,Ok.,L,2025-05-26,07:17:19,ROAD.,AD,43,38,25,CH,47,13,9,IN,5,10,4,CR,17,10,2,O,8,Call cut.,Positive.,TN,48645331.68,299
QF,D,9358,WAR,HAR,Nor.,L,2025-06-02,10:47:43,TEND.,AD,73,23,39,CH,49,25,0,IN,1,0,8,CR,1,3,10,G,3,Evening.,Artist.,TN,1382474.9,116
QF,D,131,BLU,AWA,Oil.,L,2025-06-17,12:23:14,SON.,AD,23,45,5,CH,4,5,6,IN,14,3,2,CR,4,9,4,S,5,Increase.,Usually.,TN,17541111.6,349
QF,I,4545,GRO,TOW,Give,L,2025-10-27,08:52:35,FILL.,AD,19,22,2,CH,2,10,21,IN,9,7,4,CR,2,8,1,S,10,Within.,Test.,TN,9783518.78,334
QF,D,1798,OPE,SEE,Face,L,2025-09-16,15:35:52,BED.,AD,64,46,11,CH,44,5,13,IN,18,5,5,CR,7,0,1,C,7,Skill.,One born.,TN,2144142.23,96
QF,I,2637,BOO,NO.,True,D,2025-04-25,16:01:14,SIGN.,AD,77,37,39,CH,10,18,24,IN,19,8,8,CR,18,4,6,W,9,Just.,Way.,TN,39324460.83,90
QF,I,7540,SEE,SID,Side,D,2025-06-26,12:38:05,PUT.,AD,47,23,28,CH,43,17,19,IN,5,0,8,CR,17,4,9,L,4,Money.,Peace.,TN,69251875.54,188
QF,D,1008,ELS,MAK,And.,D,2025-05-17,05:11:50,GIVE.,AD,71,20,47,CH,9,7,1,IN,12,8,5,CR,18,10,5,E,1,Free.,Sound.,TN,95499587.38,137
QF,D,1235,BOT,ACT,With,D,2025-05-14,12:25:11,ADD.,AD,12,8,1,CH,42,9,23,IN,8,9,6,CR,13,7,7,F,4,Turn.,PM long.,TN,79275262.99,203
QF,I,7658,VOT,CUT,Type,L,2025-06-03,16:27:36,WITH.,AD,41,3,47,CH,34,14,5,IN,1,9,5,CR,17,6,3,I,10,Thank.,Stock.,TN,82245730.3,206
QF,I,8497,OR.,BED,Bad.,L,2025-03-28,03:35:57,WHY.,AD,30,29,48,CH,5,17,6,IN,18,6,10,CR,11,7,0,W,1,Response.,Him it.,TN,63820858.08,392
QF,I,4385,HOP,LOT,No.,L,2025-12-06,04:47:55,FUND.,AD,49,6,29,CH,48,9,25,IN,2,6,4,CR,15,7,1,D,7,Four.,Away.,TN,54843959.04,196
QF,D,5640,SIT,RIC,Data,D,2025-10-09,05:22:51,BODY.,AD,38,32,42,CH,14,9,2,IN,17,7,8,CR,12,7,1,S,1,Central.,Push turn.,TN,49650568.29,292
QF,I,4947,WE.,TEL,Huge,L,2025-05-25,19:42:05,FILL.,AD,57,30,33,CH,5,24,2,IN,12,1,0,CR,8,9,2,A,7,Million.,Huge.,TN,24392438.0,347
QF,I,2245,RUN,BE.,Make,L,2025-09-06,11:42:25,GOAL.,AD,49,40,37,CH,39,3,2,IN,20,2,9,CR,4,5,10,M,3,Note edge.,Again.,TN,82015160.65,184
QF,I,6774,WOR,DOW,More,D,2025-02-07,10:20:36,FOR.,AD,99,29,26,CH,47,25,12,IN,6,9,5,CR,14,3,8,T,1,Line.,Your ask.,TN,62688929.21,490
QF,I,4981,SAF,OFF,Bed.,L,2025-03-12,12:19:39,GAS.,AD,60,18,11,CH,8,0,20,IN,10,2,9,CR,20,0,7,D,9,Matter.,Physical.,TN,90292356.26,499
QF,I,6425,KNO,DAY,Feel,D,2025-03-09,06:06:20,WORK.,AD,98,23,8,CH,3,6,7,IN,0,9,3,CR,5,7,5,T,8,We until.,Despite.,TN,78598688.22,130
QF,I,4497,TEN,ELS,Lose,L,2025-04-17,07:00:13,CELL.,AD,75,49,22,CH,14,13,0,IN,0,0,7,CR,0,3,10,B,6,Human.,Let.,TN,30817446.64,311
QF,I,7350,SO.,WIS,Foot,L,2025-11-04,04:03:25,PM.,AD,45,29,11,CH,11,21,5,IN,13,8,1,CR,16,9,3,R,2,None wife.,Simply.,TN,7933848.63,237
QF,D,3229,GET,CUT,Loss,D,2025-12-15,00:13:39,NEXT.,AD,0,40,20,CH,42,20,15,IN,10,9,0,CR,5,4,5,C,9,Several.,Word.,TN,75737844.96,405
QF,D,6440,THA,FAL,Fund,D,2025-09-17,23:04:08,BIT.,AD,55,33,35,CH,6,21,17,IN,7,0,8,CR,19,0,0,A,4,Mention.,Account.,TN,74259855.8,213
QF,D,5739,SOR,SUR,Step,L,2025-11-21,00:57:02,FIND.,AD,87,37,42,CH,36,9,15,IN,8,7,5,CR,16,6,10,B,10,Role.,Image.,TN,51358539.04,424
QF,I,4744,NIC,WE.,Room,D,2025-11-14,19:58:41,GUN.,AD,75,30,47,CH,38,8,1,IN,13,9,4,CR,10,8,10,F,4,Chance.,Determine.,TN,97787749.62,283
QF,I,1244,ITS,YET,Week,L,2025-07-18,22:08:03,RACE.,AD,71,15,29,CH,9,16,9,IN,16,3,10,CR,14,5,7,L,7,Method.,Keep.,TN,10972814.62,470
QF,I,6004,ON.,HAL,And.,L,2025-08-10,14:08:39,GIVE.,AD,90,35,6,CH,9,15,20,IN,3,9,3,CR,2,3,10,W,5,Quickly.,Happy.,TN,81068670.1,133
QF,I,3403,WEE,LEG,Hear,D,2025-08-18,16:07:22,PER.,AD,64,30,33,CH,18,17,8,IN,11,3,4,CR,7,9,6,F,7,White the.,His.,TN,21653282.46,398
QF,I,2737,DOO,GAS,Cup.,D,2025-07-15,21:28:08,SURE.,AD,100,28,23,CH,17,12,7,IN,1,3,0,CR,13,1,7,N,4,At three.,Skin.,TN,96080938.36,499
QF,D,6100,DEE,ROA,Out.,L,2025-02-13,02:54:22,MANY.,AD,13,29,8,CH,36,12,23,IN,8,5,7,CR,12,5,9,F,4,Show role.,Offer.,TN,97623021.93,321
QF,D,268,YOU,GUY,You.,L,2025-06-29,19:41:34,HEAD.,AD,37,38,24,CH,38,15,2,IN,2,9,1,CR,19,1,10,I,6,Popular.,Brother.,TN,22242690.05,407
QF,D,4968,MY.,SAM,Gun.,D,2025-02-11,14:02:37,ME.,AD,81,17,16,CH,31,7,20,IN,3,6,8,CR,4,8,2,F,2,Yeah how.,Can each.,TN,16319086.32,394
QF,I,7659,HIT,EVE,Do.,D,2025-04-28,19:11:14,YOU.,AD,46,26,38,CH,8,4,22,IN,6,9,3,CR,7,8,8,E,1,Rather.,Cold set.,TN,54587886.98,462
QF,D,4640,TYP,MUC,Few.,D,2025-11-17,09:40:13,COST.,AD,97,13,29,CH,25,9,8,IN,9,6,4,CR,17,3,8,F,6,Across.,Base wide.,TN,9963457.61,400
QF,D,5947,BE.,SAV,Be.,D,2025-07-01,22:32:22,JOB.,AD,25,11,39,CH,4,24,9,IN,6,8,5,CR,2,5,8,I,3,Financial.,Plant.,TN,55894000.15,192
QF,D,4843,LOO,NIC,Know,L,2025-11-01,11:26:49,HOUR.,AD,42,29,1,CH,42,11,6,IN,12,7,4,CR,1,2,9,C,5,Check.,Policy.,TN,94601059.51,271
QF,I,2457,FIN,NON,Food,D,2025-05-21,04:34:59,LET.,AD,77,23,29,CH,2,0,19,IN,2,5,1,CR,8,4,6,O,4,Assume.,Blue.,TN,19511372.76,225
QF,D,6679,ITE,IN.,Sure,L,2025-03-28,18:48:59,CAN.,AD,2,45,18,CH,12,12,22,IN,7,1,1,CR,13,0,8,M,9,Partner.,Charge PM.,TN,28971440.07,208
QF,D,7586,RUN,TAS,Five,L,2025-12-02,21:29:02,EAST.,AD,38,3,26,CH,42,17,5,IN,11,1,2,CR,7,7,8,A,8,Teach.,Not.,TN,74800905.24,429
QF,D,8326,STO,TRU,Mr.,D,2025-08-17,11:42:45,TALK.,AD,62,4,26,CH,34,16,3,IN,0,1,2,CR,5,5,0,R,10,Laugh.,Girl.,TN,36311918.53,418
QF,I,2853,ROA,LOO,Talk,L,2025-04-15,15:54:25,TASK.,AD,96,50,17,CH,31,11,5,IN,20,4,8,CR,13,0,4,J,7,Sometimes.,Himself.,TN,13826541.94,97
QF,D,8172,AGE,NO.,Stay,D,2025-02-03,09:09:01,RICH.,AD,47,2,27,CH,34,8,13,IN,8,0,7,CR,15,5,8,R,2,So board.,Special.,TN,1535565.79,367
QF,I,9902,FEA,TYP,Old.,D,2025-05-11,08:01:57,HAND.,AD,18,21,7,CH,4,5,8,IN,16,10,10,CR,18,10,8,T,10,Hour.,Class.,TN,20127792.71,237
QF,D,9116,IN.,HIM,Air.,L,2025-12-28,19:44:39,LEFT.,AD,50,12,11,CH,1,20,25,IN,18,3,4,CR,16,0,2,A,9,Reveal.,Peace.,TN,58689824.91,386
QF,I,7619,TAK,KIN,On.,L,2025-01-30,22:36:04,HIM.,AD,59,30,17,CH,39,15,5,IN,11,3,10,CR,0,1,8,B,5,Continue.,Would.,TN,41263677.28,490
QF,I,5207,GRO,ROL,West,D,2025-04-08,17:08:23,PM.,AD,81,40,22,CH,17,14,12,IN,20,4,10,CR,11,10,10,H,6,Bring per.,Community.,TN,39440328.11,167
QF,I,370,PUT,LOT,Name,D,2025-01-27,19:54:11,BIT.,AD,67,40,41,CH,14,13,19,IN,5,4,3,CR,12,8,3,E,10,Rule.,Despite.,TN,74523221.17,344
QF,D,3235,NEX,PAS,Man.,D,2025-03-09,22:05:50,MY.,AD,36,11,48,CH,14,12,21,IN,11,7,9,CR,5,6,8,G,1,Three by.,Once.,TN,54570819.7,239
QF,I,343,BAN,SEN,Data,L,2025-11-13,21:56:25,WHY.,AD,86,8,17,CH,1,2,13,IN,3,10,6,CR,19,6,2,G,8,Sometimes.,Never.,TN,26657548.19,103
QF,I,4019,SEE,RES,Week,D,2025-04-30,13:17:50,WALL.,AD,30,1,35,CH,27,6,6,IN,2,7,1,CR,7,4,9,B,4,Phone leg.,One.,TN,18284836.95,424
QF,D,5147,WHA,AWA,Free,L,2025-10-17,12:02:40,ME.,AD,21,15,23,CH,27,16,16,IN,12,6,6,CR,18,3,6,M,7,Try.,According.,TN,88369531.44,270
QF,I,5135,GAM,RIS,Her.,D,2025-12-10,02:07:22,MOVE.,AD,46,6,22,CH,4,13,10,IN,6,6,6,CR,18,1,3,P,4,Appear go.,Money.,TN,25418884.29,420
QF,D,9903,TEN,I.,Best,L,2025-06-05,06:00:31,PAST.,AD,96,15,14,CH,4,12,25,IN,3,0,8,CR,15,8,0,B,8,Least.,Again.,TN,78707625.72,147
QF,D,6741,CAS,FOO,Base,D,2025-07-18,00:23:24,LIST.,AD,81,42,13,CH,19,17,1,IN,4,6,1,CR,18,4,10,A,4,Order.,PM far.,TN,634410.87,139
QF,D,1510,DOG,WIS,Fund,D,2025-08-09,20:02:21,WIND.,AD,48,9,20,CH,28,21,4,IN,19,5,9,CR,1,8,6,B,9,Join.,Stop.,TN,76404932.38,144
QF,D,8808,TV.,RAC,Yeah,D,2025-02-02,09:09:23,HE.,AD,65,21,20,CH,7,9,8,IN,19,9,4,CR,11,8,10,L,2,Edge.,Education.,TN,77738497.49,103
QF,I,4911,SAV,GIR,Walk,D,2025-02-05,09:45:46,MEAN.,AD,60,20,48,CH,39,21,11,IN,2,7,10,CR,17,10,8,B,4,Whom.,Enough.,TN,58681416.03,349
QF,I,6209,HAV,ON.,Seek,L,2025-02-26,23:52:13,WHY.,AD,11,12,26,CH,31,21,0,IN,6,10,1,CR,16,1,5,H,9,Buy box.,Lawyer.,TN,27314925.72,414
QF,I,7102,ONL,SEA,Step,L,2025-05-25,14:42:17,US.,AD,99,48,35,CH,11,19,5,IN,11,4,10,CR,12,1,1,L,6,Letter.,Reality.,TN,52408658.62,143
QF,I,1568,HOT,FIL,Law.,L,2025-12-27,22:09:16,PER.,AD,68,23,8,CH,17,13,2,IN,11,5,7,CR,5,7,5,L,5,Every.,Perhaps.,TN,18334289.38,63
QF,I,3468,TRU,FRE,And.,L,2025-05-30,14:12:57,DROP.,AD,17,7,48,CH,4,23,25,IN,20,4,6,CR,4,0,3,T,9,Help who.,Ready.,TN,64687974.84,81
QF,I,8331,OUR,TER,But.,L,2025-03-06,18:52:33,NAME.,AD,24,28,12,CH,29,2,8,IN,12,4,5,CR,18,9,10,S,10,Hear.,Ready.,TN,4352130.72,128
QF,D,9389,FAS,DRO,Deal,L,2025-11-18,08:43:56,FIRM.,AD,66,5,22,CH,34,4,18,IN,6,8,5,CR,10,6,10,D,5,Knowledge.,Page cost.,TN,35907474.07,279
QF,I,3820,ITS,HAN,Far.,L,2025-07-26,04:59:44,NOW.,AD,3,10,7,CH,25,25,0,IN,3,8,10,CR,11,8,1,S,4,Likely.,Worker.,TN,84753383.51,374
QF,D,2210,DAR,KIN,Keep,L,2025-01-15,12:12:34,ACT.,AD,5,49,15,CH,22,4,7,IN,14,10,1,CR,10,9,4,P,4,Community.,Turn fact.,TN,99597722.65,390
QF,I,7348,FIN,LIS,Need,L,2025-10-31,09:54:34,OPEN.,AD,55,44,22,CH,49,23,7,IN,4,6,2,CR,16,6,10,S,9,Table kid.,Cost cold.,TN,21520559.44,436
QF,I,2922,NOT,DAT,Near,D,2025-04-21,17:10:02,STAR.,AD,52,35,21,CH,26,23,9,IN,13,4,4,CR,14,0,1,N,1,Edge.,Federal.,TN,44878631.06,319
QF,D,7931,FEW,MAN,Term,D,2025-09-04,07:37:05,SUCH.,AD,27,26,39,CH,34,17,1,IN,8,6,4,CR,8,2,0,W,4,Run.,Agreement.,TN,87301188.61,428
QF,I,5917,BAG,WOR,Join,D,2025-01-18,14:31:28,BASE.,AD,39,43,10,CH,33,17,11,IN,7,8,2,CR,1,8,7,P,6,Fact.,Relate.,TN,25399964.13,481
QF,D,5163,FAR,NOR,Same,L,2025-03-11,06:43:56,HAND.,AD,50,38,25,CH,35,4,25,IN,16,3,9,CR,6,10,8,A,2,Section.,Enter.,TN,35440993.06,310
QF,I,5991,COS,BAD,That,D,2025-12-23,08:57:05,CELL.,AD,90,13,48,CH,26,25,22,IN,19,4,9,CR,12,9,9,W,4,Next.,Picture.,TN,42502129.67,428
QF,D,9422,RAC,IN.,Wait,L,2025-01-04,16:02:19,RISE.,AD,69,11,30,CH,50,5,14,IN,1,10,9,CR,3,4,7,M,2,Travel.,News more.,TN,65289473.66,463
QF,D,4172,PM.,WEE,Live,L,2025-07-03,17:48:35,ELSE.,AD,90,48,1,CH,2,12,17,IN,0,1,6,CR,17,3,3,D,3,Clear car.,Financial.,TN,90209507.97,405
QF,I,3881,LIK,FRE,Rich,D,2025-02-01,01:54:04,YOU.,AD,64,10,5,CH,36,9,7,IN,15,2,0,CR,8,5,10,S,2,Difficult.,Evening.,TN,23995926.04,104
QF,I,109,SEA,RES,Arm.,L,2025-09-26,01:08:34,IN.,AD,73,24,3,CH,24,19,1,IN,7,2,5,CR,14,3,2,J,9,Road look.,You into.,TN,95420578.1,399
QF,D,8208,WAL,LIS,So.,D,2025-03-25,21:13:42,LOT.,AD,100,25,41,CH,50,20,20,IN,18,4,3,CR,16,8,6,L,2,Yeah.,Since.,TN,62516486.27,421
QF,D,4987,PAS,SON,Say.,L,2025-11-26,05:33:21,COST.,AD,0,0,5,CH,27,16,19,IN,10,2,5,CR,17,5,7,L,3,Popular.,Rate car.,TN,76499570.62,167
QF,I,6259,WHO,EDG,Leg.,L,2025-09-24,14:00:57,DATA.,AD,11,43,10,CH,41,16,4,IN,4,10,10,CR,8,2,5,S,5,Talk.,American.,TN,61537190.47,355
QF,I,3016,BOY,MOV,Ever,L,2025-08-25,04:17:06,LESS.,AD,26,43,18,CH,14,20,0,IN,17,5,0,CR,11,4,9,R,6,Trial.,Rest.,TN,53229281.86,479
QF,D,1641,TYP,DEA,Past,D,2025-10-20,05:14:47,PER.,AD,78,38,20,CH,44,7,23,IN,10,8,8,CR,5,10,8,O,8,Drop.,Poor once.,TN,17175948.61,239
QF,D,9518,NON,IT.,Dog.,L,2025-11-05,03:17:11,LESS.,AD,22,16,8,CH,50,15,16,IN,9,0,5,CR,8,7,7,H,9,Push each.,All stand.,TN,47347814.94,153
QF,D,7756,OK.,BOR,In.,L,2025-07-11,02:19:52,AWAY.,AD,55,34,17,CH,14,15,25,IN,12,8,6,CR,14,7,7,T,10,Compare.,When.,TN,66471251.31,197
QF,I,2246,KID,DEA,Wall,D,2025-12-04,09:11:06,WHAT.,AD,54,15,10,CH,48,21,20,IN,7,2,1,CR,2,8,7,C,4,Book but.,Claim.,TN,95436629.28,137
QF,D,5903,FRE,EYE,Look,L,2025-04-04,00:27:45,MAN.,AD,47,45,28,CH,50,17,16,IN,11,7,5,CR,6,3,7,N,8,Question.,Establish.,TN,60250459.33,365
QF,I,6136,HER,LIV,Foot,L,2025-09-16,07:18:27,SET.,AD,98,45,4,CH,11,0,10,IN,7,9,2,CR,8,7,7,I,4,Great.,Where.,TN,95176250.51,246
QF,D,1216,THA,THI,Form,L,2025-04-07,01:08:28,IN.,AD,57,21,30,CH,11,20,6,IN,9,5,3,CR,14,5,0,N,4,During.,Candidate.,TN,56351675.51,235
QF,D,6761,FOR,RAT,Onto,L,2025-12-08,22:03:34,KID.,AD,83,10,50,CH,36,15,4,IN,12,4,7,CR,0,5,2,C,2,Pass all.,Live.,TN,12825536.29,491
QF,D,8715,FAC,THA,Case,D,2025-04-13,08:25:09,FLY.,AD,87,14,21,CH,5,6,13,IN,12,1,9,CR,9,1,0,H,7,Table.,Important.,TN,57817256.19,396
QF,D,2838,STA,JOB,May.,L,2025-06-22,01:33:43,AGE.,AD,76,0,2,CH,32,14,0,IN,7,10,9,CR,8,4,3,C,10,Garden.,Continue.,TN,3107951.18,56
QF,I,9276,CAR,BOY,Lot.,L,2025-11-04,14:07:08,SON.,AD,42,21,24,CH,41,6,8,IN,10,6,2,CR,3,2,6,S,8,Fall.,National.,TN,63295550.59,315
QF,D,4193,REA,FRE,Tree,D,2025-07-10,18:20:30,STEP.,AD,91,7,30,CH,50,4,7,IN,19,6,0,CR,15,10,4,S,6,Walk.,Stay fly.,TN,74542563.39,331
QF,D,1063,MOS,THU,In.,L,2025-05-29,02:04:46,WHOM.,AD,80,19,2,CH,12,13,11,IN,7,3,10,CR,6,7,3,P,6,Arm.,Common.,TN,75759201.83,309
QF,D,7807,RAT,BES,Data,D,2025-06-14,08:06:49,THUS.,AD,61,22,22,CH,38,24,14,IN,10,3,3,CR,20,0,2,T,4,Describe.,Woman.,TN,12706676.21,430
QF,D,7844,WHA,LET,Care,D,2025-08-27,22:43:11,CARE.,AD,72,12,3,CH,3,5,25,IN,5,5,4,CR,18,6,0,L,9,Trouble.,Laugh.,TN,88137564.48,155
QF,D,4512,STA,ITS,Grow,D,2025-01-30,19:57:01,MEET.,AD,4,44,18,CH,46,15,5,IN,19,6,9,CR,2,1,10,Y,1,Physical.,Design.,TN,38477140.94,430
QF,I,5748,ONE,SIT,Kind,D,2025-02-21,01:53:28,WORK.,AD,21,5,19,CH,49,7,10,IN,18,1,10,CR,8,10,0,J,1,Amount.,Name.,TN,33690843.79,68
QF,D,1431,FLY,LIV,Life,D,2025-12-01,16:40:49,HIM.,AD,69,49,29,CH,30,4,25,IN,17,7,5,CR,18,0,1,N,8,Center.,Loss next.,TN,34214228.51,167
QF,I,4935,JOI,SON,Left,D,2025-07-08,14:48:35,NONE.,AD,34,29,36,CH,2,21,18,IN,2,3,3,CR,11,5,2,S,9,Yard.,At alone.,TN,83002534.81,368
QF,I,7538,WEL,ELS,Open,D,2025-12-27,16:39:08,LONG.,AD,39,43,35,CH,37,3,6,IN,12,4,7,CR,14,0,7,S,6,Trial.,Size.,TN,64493848.98,272
QF,D,1239,AT.,RED,Once,D,2025-09-19,23:30:35,MOST.,AD,79,25,16,CH,6,5,9,IN,11,6,3,CR,19,6,8,B,5,Perhaps.,Another.,TN,92497124.1,226
QF,D,1884,DEE,BUY,All.,D,2025-07-19,00:16:41,WORK.,AD,70,23,27,CH,31,9,6,IN,13,4,9,CR,4,8,2,P,3,Skin star.,Show.,TN,26303460.09,70
QF,D,2811,FIR,WIN,Tax.,D,2025-09-09,01:42:38,SIT.,AD,77,35,41,CH,12,1,0,IN,3,9,0,CR,14,7,4,A,1,Matter.,View.,TN,22039090.67,460
QF,D,5811,SEA,PLA,Long,L,2025-07-29,02:24:59,OPEN.,AD,68,19,25,CH,35,10,23,IN,0,6,3,CR,20,7,10,T,1,Spend.,There.,TN,79160251.35,175
QF,D,4618,ELS,TEA,Even,D,2025-06-15,09:52:19,RACE.,AD,100,33,4,CH,45,14,22,IN,3,7,7,CR,13,5,10,B,4,General.,After who.,TN,61395539.34,246
QF,I,9228,FOO,WAI,Book,D,2025-12-27,13:32:30,WALK.,AD,97,26,26,CH,17,8,18,IN,1,9,6,CR,13,7,0,W,1,With.,Instead.,TN,43668311.88,153
QF,I,6357,ACT,PUS,Mr.,D,2025-10-31,16:21:18,SIDE.,AD,96,17,22,CH,0,1,1,IN,2,6,1,CR,17,7,10,B,2,Key save.,Your.,TN,76391866.47,317
QF,D,3398,AGO,TEL,Wife,D,2025-12-02,01:45:14,NEW.,AD,58,27,16,CH,15,4,2,IN,4,8,10,CR,15,6,10,I,6,Nothing.,Dinner.,TN,28539983.49,158
QF,I,2733,FRE,SIG,Song,D,2025-08-10,23:06:22,ALL.,AD,92,49,24,CH,28,22,13,IN,20,10,7,CR,18,5,10,O,7,Save why.,Main.,TN,25842551.02,442
QF,I,1330,LAY,ALS,Safe,L,2025-04-16,09:31:13,NAME.,AD,64,44,24,CH,16,3,6,IN,13,10,1,CR,4,1,5,L,9,Black.,Develop.,TN,77339770.05,211
QF,D,9707,BUY,STE,Nor.,D,2025-10-01,21:56:14,HIGH.,AD,2,39,41,CH,42,10,24,IN,4,0,9,CR,15,10,0,A,6,Election.,Would.,TN,38699741.78,311
QF,D,8708,HE.,SEE,Then,D,2025-01-11,15:13:35,LOSS.,AD,26,39,12,CH,35,5,13,IN,20,7,6,CR,1,3,1,S,4,Time.,Attorney.,TN,53537443.07,73
QF,I,6702,TRY,INT,Team,D,2025-02-20,05:33:41,PULL.,AD,65,38,47,CH,32,3,18,IN,4,5,6,CR,19,7,10,W,7,Memory.,Almost.,TN,6858354.71,213
QF,D,4417,DRU,YEA,Or.,D,2025-11-23,02:38:40,BIG.,AD,85,21,34,CH,0,5,11,IN,0,10,0,CR,6,4,2,S,10,People.,Agency.,TN,95835228.64,498
QF,I,8119,PUS,SEA,Just,D,2025-05-20,02:55:52,GOAL.,AD,78,0,39,CH,43,9,2,IN,20,0,5,CR,5,1,9,W,4,By.,Decide.,TN,96088234.2,70
QF,D,260,ARE,SUC,Dark,L,2025-07-08,07:55:57,LET.,AD,11,33,31,CH,32,9,3,IN,1,6,8,CR,1,8,5,S,7,Keep firm.,Range.,TN,32989927.17,465
QF,D,9395,DOW,DEA,Wait,L,2025-03-07,16:58:08,SEA.,AD,86,45,17,CH,18,0,25,IN,10,6,10,CR,5,0,1,L,5,Evidence.,Reason.,TN,96774842.98,350
QF,I,1834,DOO,FAR,Pick,D,2025-07-22,20:43:31,ADD.,AD,80,28,24,CH,26,8,2,IN,16,10,2,CR,10,4,9,I,3,Laugh.,Ground.,TN,21826066.15,318
QF,I,9267,THI,SAF,Than,D,2025-05-17,01:49:06,US.,AD,18,10,6,CH,23,19,9,IN,15,2,5,CR,7,1,8,S,5,Value.,Financial.,TN,11965078.86,146
QF,I,3475,RIS,OF.,Stop,L,2025-11-04,01:09:57,HUGE.,AD,11,20,47,CH,48,21,23,IN,15,2,2,CR,7,7,1,U,1,Democrat.,His along.,TN,94819770.44,317
